occurrence_no,identified_name,identified_rank,accepted_name,accepted_rank,early_interval,max_ma,min_ma,ref_pubyr,phylum,class,order,family,genus,lng,lat,state,county,paleolng,paleolat,geoplate,cc,lithdescript,lithology1,lithadj1,lithification1,environment,tectonic_setting,geology_comments,assembl_comps,pres_mode,collection_type,taxonomy_comments,taxon_environment,motility,vision,diet,genus
207696,Foveosporties sp.,genus,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207697,Reticulatisporites ancoralis,species,Reticulatisporites,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Lycopsida,NO_ORDER_SPECIFIED,Lycopodiaceae,Reticulatisporites,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Reticulatisporites
207698,Reticulatisporites spp.,genus,Reticulatisporites,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Lycopsida,NO_ORDER_SPECIFIED,Lycopodiaceae,Reticulatisporites,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Reticulatisporites
207699,Brochotriletes textilis,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207700,Rotaspora sp.,genus,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207701,Stenozonotriletes clarus,species,Stenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Stenozonotriletes,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Stenozonotriletes
207702,Stenozonotriletes sp.,genus,Stenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Stenozonotriletes,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Stenozonotriletes
207703,Knoxisporites literatus,species,Knoxisporites,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Knoxisporites,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Knoxisporites
207704,Knoxisporites pristinus,species,Knoxisporites,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Knoxisporites,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Knoxisporites
207705,Lophozonotriletes lebedianensis,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207706,Gorgonispora convoluta,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207707,Hystricosporites porrectus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207708,Cristatisporites colliculus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207709,Hymenozonotriletes explanatus,species,Hymenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Hymenozonotriletes,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Hymenozonotriletes
207710,Hymenozonotriletes scorpius,species,Hymenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Hymenozonotriletes,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Hymenozonotriletes
207711,Auroraspora macra,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207712,Diaphanospora depressa,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207713,Diaphanospora riciniata,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207723,Endosporites micromanifestus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207724,Grandispora clandestina,species,Grandispora,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
207725,Grandispora notensis,species,Grandispora,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
207726,Grandispora praecipua,species,Grandispora,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
207727,Grandispora uncata,species,Grandispora,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
207728,Hymenospora caperata,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207729,Leiozonotriletes laurelensis,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207730,Retispora leidophyta,species,Retispora,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Lycopsida,Selaginellales,NO_FAMILY_SPECIFIED,Retispora,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retispora
207731,Velamisporites lacertosus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207732,Velamisporites perinatus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
207733,Velamisporites rugosus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.333336,-18.116667,Western Australia,,122.88,-26.35,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, silstone and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208241,Retusotriletes digressus,species,Retusotriletes,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Retusotriletes,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retusotriletes
208242,Retusotriletes piperatus,species,Retusotriletes,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Retusotriletes,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retusotriletes
208243,Cyclogranisporites sp.,genus,Cyclogranisporites,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Cyclogranisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Cyclogranisporites
208244,Granulatisporites frustulentus,species,Granulatisporites,genus,Tournaisian,358.9,346.7,1976,Pteridophyta,Pteridopsida,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Granulatisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Granulatisporites
208245,Verrucosisporites nitidus,species,Verrucosisporites,genus,Tournaisian,358.9,346.7,1976,Pteridophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Verrucosisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Verrucosisporites
208246,Apiculatisporis morbosus,species,Apiculatisporites,genus,Tournaisian,358.9,346.7,1976,Pteridophyta,Pteridopsida,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Apiculatisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Apiculatisporites
208247,Convolutispora cf. mellita,species,Convolutispora,genus,Tournaisian,358.9,346.7,1976,Pteridophyta,Pteridopsida,Schizaeales,NO_FAMILY_SPECIFIED,Convolutispora,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Convolutispora
208248,Vallatisporites cf. pusillites,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208249,Hymenospora cf. caperata,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208250,Velamisporites cf. rugosus,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208261,Dibolisporites distinctus,species,Dibolisporites,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dibolisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Dibolisporites
208262,Dibolisporites medaensis,species,Dibolisporites,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dibolisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Dibolisporites
208263,Dibolisporites montuosus,species,Dibolisporites,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dibolisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Dibolisporites
208264,Raistrickia strumosa,species,Raistrickia,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Raistrickia,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Raistrickia
208265,Convolutispora jugosa,species,Convolutispora,genus,Tournaisian,358.9,346.7,1976,Pteridophyta,Pteridopsida,Schizaeales,NO_FAMILY_SPECIFIED,Convolutispora,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Convolutispora
208266,Convolutispora sp.,genus,Convolutispora,genus,Tournaisian,358.9,346.7,1976,Pteridophyta,Pteridopsida,Schizaeales,NO_FAMILY_SPECIFIED,Convolutispora,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Convolutispora
208267,Foveosporties sp.,genus,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208268,Stenozonotriletes sp.,genus,Stenozonotriletes,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Stenozonotriletes,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Stenozonotriletes
208269,Knoxisporites pristinus,species,Knoxisporites,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Knoxisporites,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Knoxisporites
208270,Lophozonotriletes triangulatus,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208291,Gorgonispora convoluta,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208292,Crassispora drucei,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208293,Cristatisporites colliculus,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208294,Auroraspora macra,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208295,Diaphanospora ex gr. depressa,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208296,Diaphanospora riciniata,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208297,Endosporites micromanifestus,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208298,Grandispora notensis,species,Grandispora,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
208299,Grandispora spiculifera,species,Grandispora,genus,Tournaisian,358.9,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
208300,Retispora lepidophyta,species,Retispora,genus,Tournaisian,358.9,346.7,1976,Pteridophyta,Lycopsida,Selaginellales,NO_FAMILY_SPECIFIED,Retispora,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retispora
208312,Velamisporites lacertosus,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208313,Velamisporites perinatus,species,,,Tournaisian,358.9,346.7,1976,,,,,,125.275002,-17.9625,Western Australia,,124.68,-26.85,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessive interbedded calcareous sandstone, siltstones, and shales.","""limestone""",,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208352,Retusotriletes digressus,species,Retusotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Retusotriletes,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retusotriletes
208353,Retusotriletes piperatus,species,Retusotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Retusotriletes,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retusotriletes
